year,country,song_name,lyrics,lyrics_en,language,song_name_song,style,language_song
2015,Portugal,Há um mar que nos separa,"[Estrofe 1]
São três da manhã
E a chuva cai
Nas ruas da cidade
Bate uma saudade no meu peito

[Pre-refrão 1]
Vejo se me endireito
Mas falta-me a vontade
Eu não sou eu
Se tu não estás

[Refrão]
Se é o mar que nos separa
Vou secá-lo de saudade
E apertar-te contra o peito
Beijo feito de vontade

[Estrofe 2]
Ainda tenho
As tuas mãos no meu rosto
E o gosto a mel
Da tua boca

[Pre-refrão 2]
Louca foi a noite
Em que te conheci
Triste a madrugada
Em que te perdi

[Refrão]
Se é o mar que nos separa
Vou secá-lo de saudade
E apertar-te contra o peito
Beijo feito de vontade

Se é o mar que nos separa
Vou secá-lo de saudade
E apertar-te contra o peito
Beijo feito de vontade","It is three o'clock in the morning
And the rain falls down
On the streets of the city
A longing beats in my chest I see if I straighten up
But I lack the will
I'm not myself
If you're not here If it's the sea that separates us
I'll dry it with longing
And press you against my chest
A Kiss made of desire I still have
Your hands on my face
And the taste of honey
Of your mouth The night I met you
was crazy
The dawn I lost you
was sad If it's the sea that separates us
I'll dry it with longing
And press you against my chest
A Kiss made of desire If it's the sea that separates us
I'll dry it with longing
And press you against my chest
A Kiss made of desire If it's the sea that separates us",Portuguese,Ha um mar que nos separa,Ballad,Portuguese
2015,Czech Republic,Hope Never Dies,"Wait for me don't cross the sea of pain
Wait for me I'm lost I've gone astray
Ravens calling my name, their wings so dark
Soon they'll take me away, I have their mark
They never miss their prey

There is no light to pray for
Cold and dim are the skies
Wounded lying
Running out of life
In your eyes I could see
Our hopes and our future
Now we must let go

Find me where the night turns into day
Your love as a torch shows us the way
How to be whole again

There is no light to pray for
Cold and dim are the skies
Wounded lying
Running out of life
In your eyes I could see
Our hopes and our future
Now we must let go
Must let go, must let fade away
Or we can rise and fight

For a light to live for
Fire in our hearts
Through our pain
Through all the lies
We will walk, walk reborn
Hope never dies
Never let me go","Wait for me don't cross the sea of pain
Wait for me I'm lost I've gone astray
Ravens calling my name, their wings so dark
Soon they'll take me away, I have their mark
They never miss their prey

There is no light to pray for
Cold and dim are the skies
Wounded lying
Running out of life
In your eyes I could see
Our hopes and our future
Now we must let go

Find me where the night turns into day
Your love as a torch shows us the way
How to be whole again

There is no light to pray for
Cold and dim are the skies
Wounded lying
Running out of life
In your eyes I could see
Our hopes and our future
Now we must let go
Must let go, must let fade away
Or we can rise and fight

For a light to live for
Fire in our hearts
Through our pain
Through all the lies
We will walk, walk reborn
Hope never dies
Never let me go",English,Hope Never Dies,Ballad,English
2015,Israel,Golden Boy,"[Verse 1]
Mama, someone broke my heart again
Tell her I don't think I can take it anymore
Mama, someone broke my heart again
Now I'm gonna ease my pain
Dancing on the floor

[Verse 2]
Take me out
I'm not in the mood for a broken heart
Gonna dance tonight, forget her
No, she doesn’t know
What I'm doing on the floor
Did you say hello, my ladies?

[Pre-Chorus]
Pull me baby, I'm your trigger
You know that my love is bigger
Love, Love, Love
Let the rhythm take us higher
You know when I'm on fire
Check me out (3-2-1- hey!)

[Chorus]
I'm a golden boy
Come here to enjoy
I'm the king of fun
Let me show you how we do it
I'm a golden boy
Come here to enjoy
And before I leave
Let me show you Tel Aviv

[Verse 3]
Hold me tight
We're not going home tonight
Oh yeah, do you like my dancing?

[Pre-Chorus]
Pull me baby, I'm your trigger
You know that my love is bigger
Check me out (3-2-1- hey!)

[Chorus]
I'm a golden boy
Come here to enjoy
I'm the king of fun
Let me show you how we do it
I'm a golden boy
Come here to enjoy
And before I leave
Let me show you Tel Aviv

[Bridge]
This is how we do it
Aye, oh, this is how we do it
Mama, someone broke my heart again
Now I'm gonna ease my pain
Dancing on the floor

[Chorus]
I'm a golden boy
Come here to enjoy
I'm the king of fun
Let me show you how we do it
I'm a golden boy
Come here to enjoy
And before I leave
Let me show you Tel Aviv
(Now dance, dance, dance, dance)

[Outro]
Ok, we gotta go
Three minutes
Bye bye","[Verse 1]
Mama, someone broke my heart again
Tell her I don't think I can take it anymore
Mama, someone broke my heart again
Now I'm gonna ease my pain
Dancing on the floor

[Verse 2]
Take me out
I'm not in the mood for a broken heart
Gonna dance tonight, forget her
No, she doesn’t know
What I'm doing on the floor
Did you say hello, my ladies?

[Pre-Chorus]
Pull me baby, I'm your trigger
You know that my love is bigger
Love, Love, Love
Let the rhythm take us higher
You know when I'm on fire
Check me out (3-2-1- hey!)

[Chorus]
I'm a golden boy
Come here to enjoy
I'm the king of fun
Let me show you how we do it
I'm a golden boy
Come here to enjoy
And before I leave
Let me show you Tel Aviv

[Verse 3]
Hold me tight
We're not going home tonight
Oh yeah, do you like my dancing?

[Pre-Chorus]
Pull me baby, I'm your trigger
You know that my love is bigger
Check me out (3-2-1- hey!)

[Chorus]
I'm a golden boy
Come here to enjoy
I'm the king of fun
Let me show you how we do it
I'm a golden boy
Come here to enjoy
And before I leave
Let me show you Tel Aviv

[Bridge]
This is how we do it
Aye, oh, this is how we do it
Mama, someone broke my heart again
Now I'm gonna ease my pain
Dancing on the floor

[Chorus]
I'm a golden boy
Come here to enjoy
I'm the king of fun
Let me show you how we do it
I'm a golden boy
Come here to enjoy
And before I leave
Let me show you Tel Aviv
(Now dance, dance, dance, dance)

[Outro]
Ok, we gotta go
Three minutes
Bye bye",English,Golden Boy,Pop,English
2015,Latvia,Love Injected,"[Verse 1]
You bring the light
To my darkest side, babe
The day, the night
Split to cure the sight, oh

[Pre-Chorus 1]
You care
You animate
You got me bare
Bring up the heart rate

[Chorus]
Your love
Revives my soul
And I know
You'll choose it whole
Overall

[Verse 2]
Your eyes are the mirror
Look under the cover
Love is above all

[Pre-Chorus 2]
I’m safe
Into your hands
Let’s move away
The edges expand

[Chorus]
Your love
Revives my soul
And I know
You'll choose it whole
Overall

[Bridge]
Show me the source of the light
I’m becoming affected
Seeing the glow of the way
Is what I have detected
Feeling again I’m alive
It’s a shiny reflected
Love injected, love injected

[Chorus]
Your love
Revives my soul
And I know
You'll choose it whole
Overall

Your love
Revives my soul
And I know
You'll choose it whole
Overall

[Outro]
Ohhh, ohhh, ohhh, ohhh
Ohhh, ohhh, ohh, oh oh, ohhh
Ohhh, ohhh, ohhh, ohhh
Ohhh, ohhh, ohh, oh oh, ohhhh","[Verse 1]
You bring the light
To my darkest side, babe
The day, the night
Split to cure the sight, oh

[Pre-Chorus 1]
You care
You animate
You got me bare
Bring up the heart rate

[Chorus]
Your love
Revives my soul
And I know
You'll choose it whole
Overall

[Verse 2]
Your eyes are the mirror
Look under the cover
Love is above all

[Pre-Chorus 2]
I’m safe
Into your hands
Let’s move away
The edges expand

[Chorus]
Your love
Revives my soul
And I know
You'll choose it whole
Overall

[Bridge]
Show me the source of the light
I’m becoming affected
Seeing the glow of the way
Is what I have detected
Feeling again I’m alive
It’s a shiny reflected
Love injected, love injected

[Chorus]
Your love
Revives my soul
And I know
You'll choose it whole
Overall

Your love
Revives my soul
And I know
You'll choose it whole
Overall

[Outro]
Ohhh, ohhh, ohhh, ohhh
Ohhh, ohhh, ohh, oh oh, ohhh
Ohhh, ohhh, ohhh, ohhh
Ohhh, ohhh, ohh, oh oh, ohhhh",English,Love Injected,Pop,English
2015,Azerbaijan,Hour of the Wolf,"[Verse 1]
I hold my breath, I'm on the edge
Storming hills, I've been lost and found
I hope they're coming, I can hear them running
I once met peace, he said that he
Soon would have the answers to this hurt
And my mind was made up, I would never give up

[Chorus]
No, I won't sleep tonight
If tomorrow comes, I'll loose my mind
I won't give up my right
I know every heart deserves a fight
I will beat on the drum, rise above with me
I will go 'til I'm numb, rise above with me
No, I won't sleep tonight

[Verse 2]
They whine and roar, hungry for more
Yellow glowing eyes, I'm hypnotized
I feel brave yet scared, I will stay prepared
Oh have my soul, it's destined
It's written in the sky
Let me not be blinded by this hurt
Set him loose I'm ready
For the stars to guide me

[Chorus]
No, I won't sleep tonight
If tomorrow comes I'll loose my mind

No, I won't sleep tonight
If tomorrow comes, I'll loose my mind
I won't give up my right
I know every heart deserves a fight
I will beat on the drum, rise above with me
I will go 'til I'm numb, rise above with me
No, I won't sleep tonight

[Outro]
No, I won't sleep tonight
If tomorrow comes I'll loose my mind","[Verse 1]
I hold my breath, I'm on the edge
Storming hills, I've been lost and found
I hope they're coming, I can hear them running
I once met peace, he said that he
Soon would have the answers to this hurt
And my mind was made up, I would never give up

[Chorus]
No, I won't sleep tonight
If tomorrow comes, I'll loose my mind
I won't give up my right
I know every heart deserves a fight
I will beat on the drum, rise above with me
I will go 'til I'm numb, rise above with me
No, I won't sleep tonight

[Verse 2]
They whine and roar, hungry for more
Yellow glowing eyes, I'm hypnotized
I feel brave yet scared, I will stay prepared
Oh have my soul, it's destined
It's written in the sky
Let me not be blinded by this hurt
Set him loose I'm ready
For the stars to guide me

[Chorus]
No, I won't sleep tonight
If tomorrow comes I'll loose my mind

No, I won't sleep tonight
If tomorrow comes, I'll loose my mind
I won't give up my right
I know every heart deserves a fight
I will beat on the drum, rise above with me
I will go 'til I'm numb, rise above with me
No, I won't sleep tonight

[Outro]
No, I won't sleep tonight
If tomorrow comes I'll loose my mind",English,Hour of the Wolf,Ballad,English
2015,Iceland,Unbroken,"One step at a time
Out of the darkness
One foot in front of the other

One step at a time
Into the distance
A new path I need to uncover

I‘m letting go
Go

One step at a time
Get out of the darkness
And into the light forever
One step at a time
I pick up the pieces
Try putting them back together
Till I‘m unbroken
Unbroken
One step at a time
Get out of the darkness
And into the light forever

One step at a time
And I got a feeling
It‘s either now or never

I‘m letting go
Go

One step at a time
Get out of the darkness
And into the light forever
One step at a time
I pick up the pieces
Try putting them back together
Till I‘m unbroken
Unbroken

One step at a time
Get out of the darkness
And into the light forever

I‘m letting go
Go

One step at a time
Get out of the darkness
And into the light forever
One step at a time
I pick up the pieces
Try putting them back together
Till I‘m unbroken
Unbroken

One step at a time
Get out of the darkness
And into the light forever

I‘m letting go
Go

One step at a time
Get out of the darkness
And into the light forever
One step at a time
I pick up the pieces
Try putting them back together
’til I‘m unbroken
Unbroken

One step at a time
Get out of the darkness
And into the light forever","One step at a time
Out of the darkness
One foot in front of the other

One step at a time
Into the distance
A new path I need to uncover

I‘m letting go
Go

One step at a time
Get out of the darkness
And into the light forever
One step at a time
I pick up the pieces
Try putting them back together
Till I‘m unbroken
Unbroken
One step at a time
Get out of the darkness
And into the light forever

One step at a time
And I got a feeling
It‘s either now or never

I‘m letting go
Go

One step at a time
Get out of the darkness
And into the light forever
One step at a time
I pick up the pieces
Try putting them back together
Till I‘m unbroken
Unbroken

One step at a time
Get out of the darkness
And into the light forever

I‘m letting go
Go

One step at a time
Get out of the darkness
And into the light forever
One step at a time
I pick up the pieces
Try putting them back together
Till I‘m unbroken
Unbroken

One step at a time
Get out of the darkness
And into the light forever

I‘m letting go
Go

One step at a time
Get out of the darkness
And into the light forever
One step at a time
I pick up the pieces
Try putting them back together
’til I‘m unbroken
Unbroken

One step at a time
Get out of the darkness
And into the light forever",English,Unbroken,Pop,English
2015,Sweden,Heroes,"[Verse 1]
Don't tell the gods I left a mess
I can't undo what has been done
Let's run for cover
What if I'm the only hero left
You better fire off your gun, once and forever
He said go dry your eyes and live your life like there is no tomorrow, son
And tell the others to go sing it like a hummingbird
The greatest anthem ever heard

[Chorus 1]
We are the heroes of our time
But we're dancing with the demons in our minds
We are the heroes of our time
Hero-oh-o-o-oes. o-uh-o-o-oh
We're dancing with the demons in our minds
Hero-uh-o-o-o
O-oh-o-o-oh
We are the heroes of our time
Hero-oh-o-o-oes, o-uh-o-o-oh
We're dancing with the demons in our minds
Hero-oh-o-o-oes, o-uh-o-o-oh

[Verse 2]
The crickets sing a song for you
Don't say a word, don't make a sound
It's life's creation
I make worms turn into butterflies
Wake up and turn this world around in appreciation
He said I never left your side
When you were lost I followed right behind
Was your foundation
Now go sing it like a hummingbird
The greatest anthem ever heard

[Chorus 1]
We are the heroes of our time
Hero-uh-o-o-oes, o-uh-o-o-oh
We're dancing with the demons in our minds
Hero-oh-o-o-oes, o-uh-o-o-oh
(We keep dancing with the demons)
(You could be a hero)

[Bridge]
Now go sing it like a hummingbird
The greatest anthem ever heard
Now sing together

[Chorus 2]
We are the heroes of our time
(Hero-oh-o-o-oes. o-uh-o-o-oh)
But we're dancing with the demons in our minds
(Hero-oh-o-o-oes. o-uh-o-o-oh)
We are the heroes of our time
(We keep dancing with the demons)
(You could be a hero)
Hero-oh-o-o-oes. o-uh-o-o-oh
But we're dancing with the demons in our minds
(We keep dancing with the demons)
(You could be a hero)
Hero-oh-o-o-oes. o-uh-o-o-oh

[Outro]
We are the heroes","[Verse 1]
Don't tell the gods I left a mess
I can't undo what has been done
Let's run for cover
What if I'm the only hero left
You better fire off your gun, once and forever
He said go dry your eyes and live your life like there is no tomorrow, son
And tell the others to go sing it like a hummingbird
The greatest anthem ever heard

[Chorus 1]
We are the heroes of our time
But we're dancing with the demons in our minds
We are the heroes of our time
Hero-oh-o-o-oes. o-uh-o-o-oh
We're dancing with the demons in our minds
Hero-uh-o-o-o
O-oh-o-o-oh
We are the heroes of our time
Hero-oh-o-o-oes, o-uh-o-o-oh
We're dancing with the demons in our minds
Hero-oh-o-o-oes, o-uh-o-o-oh

[Verse 2]
The crickets sing a song for you
Don't say a word, don't make a sound
It's life's creation
I make worms turn into butterflies
Wake up and turn this world around in appreciation
He said I never left your side
When you were lost I followed right behind
Was your foundation
Now go sing it like a hummingbird
The greatest anthem ever heard

[Chorus 1]
We are the heroes of our time
Hero-uh-o-o-oes, o-uh-o-o-oh
We're dancing with the demons in our minds
Hero-oh-o-o-oes, o-uh-o-o-oh
(We keep dancing with the demons)
(You could be a hero)

[Bridge]
Now go sing it like a hummingbird
The greatest anthem ever heard
Now sing together

[Chorus 2]
We are the heroes of our time
(Hero-oh-o-o-oes. o-uh-o-o-oh)
But we're dancing with the demons in our minds
(Hero-oh-o-o-oes. o-uh-o-o-oh)
We are the heroes of our time
(We keep dancing with the demons)
(You could be a hero)
Hero-oh-o-o-oes. o-uh-o-o-oh
But we're dancing with the demons in our minds
(We keep dancing with the demons)
(You could be a hero)
Hero-oh-o-o-oes. o-uh-o-o-oh

[Outro]
We are the heroes",English,Heroes,Pop,English
2015,Switzerland,Time to Shine,"[Refrain]
I’ve been walking in the darkness
Always hiding from my true self
Afraid of letting go, of deception in their eyes
A wounded ego, unafraid to start a fight

I’ve been walking on a lonely road
So many stories I have once been told
No matter what they say I will follow my heart
I think it’s time for me to stand up and hold my ground

[Refrain]
I’ve been walking in the darkness
Always hiding from my true self
Afraid of letting go, of deception in their eyes
A wounded ego, unafraid to start a fight

‘Cause I’m living my dreams, I’ve never been so alive
The sky’s the limit now that I know I can fly
No more pulling me down, no more mucking around
I’m growing up, and it’s my time to shine
It doesn’t matter if I’m wrong or right
I’m getting stronger everytime I try
I’ve learnt to let it go, taking one step at a time
I’ve mend my ego, now it’s time for me to let it shine

[Refrain]
I’ve been walking in the darkness
Always hiding from my true self
Afraid of letting go, of deception in their eyes
A wounded ego, unafraid to start a fight

It's my time to shine
I’ve been walking in the darkness
Always hiding from my true self
I’ve learnt to let it go, I’ve learnt to let it go, I’ve learnt to let it go
Now it’s my time to shine

[Refrain]
I’ve been walking in the darkness
Always hiding from my true self
Afraid of letting go, of deception in their eyes
A wounded ego, unafraid to start a fight

‘Cause I’m living my dreams, I’ve never been so alive
The sky’s the limit now that I know I can fly
No more pulling me down, no more mucking around
I’m growing up, and it’s my time to shine
It’s my time to shine, it’s my time to shine","[Refrain]
I’ve been walking in the darkness
Always hiding from my true self
Afraid of letting go, of deception in their eyes
A wounded ego, unafraid to start a fight

I’ve been walking on a lonely road
So many stories I have once been told
No matter what they say I will follow my heart
I think it’s time for me to stand up and hold my ground

[Refrain]
I’ve been walking in the darkness
Always hiding from my true self
Afraid of letting go, of deception in their eyes
A wounded ego, unafraid to start a fight

‘Cause I’m living my dreams, I’ve never been so alive
The sky’s the limit now that I know I can fly
No more pulling me down, no more mucking around
I’m growing up, and it’s my time to shine
It doesn’t matter if I’m wrong or right
I’m getting stronger everytime I try
I’ve learnt to let it go, taking one step at a time
I’ve mend my ego, now it’s time for me to let it shine

[Refrain]
I’ve been walking in the darkness
Always hiding from my true self
Afraid of letting go, of deception in their eyes
A wounded ego, unafraid to start a fight

It's my time to shine
I’ve been walking in the darkness
Always hiding from my true self
I’ve learnt to let it go, I’ve learnt to let it go, I’ve learnt to let it go
Now it’s my time to shine

[Refrain]
I’ve been walking in the darkness
Always hiding from my true self
Afraid of letting go, of deception in their eyes
A wounded ego, unafraid to start a fight

‘Cause I’m living my dreams, I’ve never been so alive
The sky’s the limit now that I know I can fly
No more pulling me down, no more mucking around
I’m growing up, and it’s my time to shine
It’s my time to shine, it’s my time to shine",English,Time to Shine,Pop,English
2015,Cyprus,One Thing I Should Have Done,"Tonight the rain is falling
I’m feeling cold, and I’m
Out of my mind, without you
My head is spinning like a top
Back to the time we had a lot…going on
Now my world lies shattered
How quickly life can change

I always did everything for you
I gave you my heart, you gave me yours too
You’d make me feel I was really someone
But there’s one thing I should have done

One day you think you have it all
The next you’re staring at the wall…in a dream
The road that once was paved with gold
Has turned a rusty shade
Of all the saddest colours in the world
Now my life’s in tatters
How quickly it all can change

I always did everything for you
I gave you my heart, you gave me yours too
You’d make me feel I was really someone
But there’s one thing I should have done

I should have been there for you
I should have been there for you
I should have been there for you
I should have been there

I didn’t do everything for you
But I tried so hard and that’s the truth
I’d make you feel you were really someone
But there’s one thing I should have done

I nearly did everything for you
But I broke your heart, now mine’s broken too
In your hour of need, I didn’t come…..
That’s the one thing I should……..have done","Tonight the rain is falling
I’m feeling cold, and I’m
Out of my mind, without you
My head is spinning like a top
Back to the time we had a lot…going on
Now my world lies shattered
How quickly life can change

I always did everything for you
I gave you my heart, you gave me yours too
You’d make me feel I was really someone
But there’s one thing I should have done

One day you think you have it all
The next you’re staring at the wall…in a dream
The road that once was paved with gold
Has turned a rusty shade
Of all the saddest colours in the world
Now my life’s in tatters
How quickly it all can change

I always did everything for you
I gave you my heart, you gave me yours too
You’d make me feel I was really someone
But there’s one thing I should have done

I should have been there for you
I should have been there for you
I should have been there for you
I should have been there

I didn’t do everything for you
But I tried so hard and that’s the truth
I’d make you feel you were really someone
But there’s one thing I should have done

I nearly did everything for you
But I broke your heart, now mine’s broken too
In your hour of need, I didn’t come…..
That’s the one thing I should……..have done",English,One Thing I Should Have Done,Ballad,English
2015,Slovenia,Here for You,"When you're down, down, low
And there's no place you can go...
When you're down, down, low
You know that I am here for you...

You came into my life when I was broken
You heated up my heart when it was frozen
And we got the flow
Now it's up we go (we go, we go, we go, we go)

And now that it's your turn you wanna hide it
A million times already you've denied it
You don't have to fear
You don't have to fight (fight, fight, fight, fight, fight)

When you're down, down, low
Sinking in the undertow
When you're down, down, low
You know that I am here for you (for you)

Cause I know, know baby
All the hurt you never show
When you're down, down, low
You gotta let me heal your aching soul

You came into my life when I was broken
You heated up my heart when it was frozen
And we got the flow
Now it's up we go (we go, we go, we go, we go)

Cause you released my pain, now let me take it
Just leave it at the door and we can make it
You don't have to hide
I am by your side (side, side)

Everybody else sees in black and white
You look at wrong and make it right
Can't I open, your eyes (your eyes, your eyes, your eyes)

When you are down, down, low
Seeking in the undertow
When you are down, down, low
You know that I am here for you (for you)

Cause I know, know baby
All the hurt you never show
When you are down, down, low
You gotta let me heal your aching soul

When you are down, down, low
Seeking in the undertow
When you are down, down, low
You know that I am here for you (for you)

Cause I know, know baby
All the hurt you never show
When you're down, down, low
You gotta let me heal your aching soul

When you are down, down, low
Seeking in the undertow
When you are down, down, low
You know that I am here for you","When you're down, down, low
And there's no place you can go...
When you're down, down, low
You know that I am here for you...

You came into my life when I was broken
You heated up my heart when it was frozen
And we got the flow
Now it's up we go (we go, we go, we go, we go)

And now that it's your turn you wanna hide it
A million times already you've denied it
You don't have to fear
You don't have to fight (fight, fight, fight, fight, fight)

When you're down, down, low
Sinking in the undertow
When you're down, down, low
You know that I am here for you (for you)

Cause I know, know baby
All the hurt you never show
When you're down, down, low
You gotta let me heal your aching soul

You came into my life when I was broken
You heated up my heart when it was frozen
And we got the flow
Now it's up we go (we go, we go, we go, we go)

Cause you released my pain, now let me take it
Just leave it at the door and we can make it
You don't have to hide
I am by your side (side, side)

Everybody else sees in black and white
You look at wrong and make it right
Can't I open, your eyes (your eyes, your eyes, your eyes)

When you are down, down, low
Seeking in the undertow
When you are down, down, low
You know that I am here for you (for you)

Cause I know, know baby
All the hurt you never show
When you are down, down, low
You gotta let me heal your aching soul

When you are down, down, low
Seeking in the undertow
When you are down, down, low
You know that I am here for you (for you)

Cause I know, know baby
All the hurt you never show
When you're down, down, low
You gotta let me heal your aching soul

When you are down, down, low
Seeking in the undertow
When you are down, down, low
You know that I am here for you",English,Here for You,Pop,English
2015,Poland,In the Name of Love,"Every time you’re brokenhearted
Sinking in the sorrow
Feel the emptiness and have no faith
No strength to breathe

I wanna tell you
It’s gonna be better
You've got the greatness within you

Beyond the fear
Let’s build the bridge
From heart to heart
In the name of love

Every time you struggle with the fear about tomorrow
Call the angels for their guidance
Find the other way

I wanna tell you
It’s gonna be better
You've got the greatness within you

Beyond the fear
Let’s build the bridge
From heart to heart
In the name of love

Beyond the fear
Let’s build the bridge
From heart to heart
In the name of love (x4)","Every time you’re brokenhearted
Sinking in the sorrow
Feel the emptiness and have no faith
No strength to breathe

I wanna tell you
It’s gonna be better
You've got the greatness within you

Beyond the fear
Let’s build the bridge
From heart to heart
In the name of love

Every time you struggle with the fear about tomorrow
Call the angels for their guidance
Find the other way

I wanna tell you
It’s gonna be better
You've got the greatness within you

Beyond the fear
Let’s build the bridge
From heart to heart
In the name of love

Beyond the fear
Let’s build the bridge
From heart to heart
In the name of love (x4)",English,In the Name of Love,Ballad,English
2015,France,N'oubliez pas,"Il ne me reste que des larmes
Ces quelques notes venues d'autrefois
Et le chant de nos prières
Nos cœurs qui espèrent
Et le vide sous mes pas

Il ne me reste que les cendres
De mon village plongé dans le silence
Je ne suis qu'une blessure
Un cœur sans armure
Comment survivre après ça

Mais je suis là, je n’oublie pas
Dans mon village balayé par l’histoire
Et je vis là, n’oubliez pas
Effacé des cartes et des mémoires

Je me souviens du rire des enfants
La voix des hommes quand ils partaient au champ
Les fêtes des moissons
L’odeur dans les maisons
Les éclats d’amour et de joie

Mais je suis là, n’oubliez pas
Effacé des cartes et des mémoires

Quand ils sont arrivés
Cachés derrière leurs armes
Ils étaient des milliers
Ils riaient de nos larmes

Ils ont voulu détruire
Nos croyances et nos âmes
Avec des mots de haine
Que l'on n'connaissait pas

Je suis ici ce soir
Au milieu de ces ruines
Pour vous parler d'espoir
Et vous chanter la vie
Et je fais le serment
Quand séchera le sang
De reconstruire ma ville
Bien plus belle qu'avant

Mais n’oubliez pas","Tears are everythig, that is left for me
These few notes from the past
And the melody of our prayers
Our hearts, that are hoping
And the emptiness beneath my steps Ashes are everything, that is left for me
Of my village plunged into silence
I am only a wound
A heart without armour
How to survive after this? But I am there, I don't forget
In my village swept away by history
And I live there, don't forget
Erased from the maps and memories I remember the laughter of children
The voices of the men leaving for the field
The harvest celebrations
The smell inside the houses
The bursts of love and joy But I am there, don't forget
Erased from the maps and memories When they arrived
Hidden behind their weapons
They were thousands
They laughed at our tears They wanted to destroy
Our beliefs and our souls
With words of hatred
That we didn't know I am here tonight
In the middle of these ruins
To talk to you about hope
And to sing about life
And I make the promise
That when the blood will dry
I will rebuild my city
Even more beautiful than before But don't forget",French,N'oubliez pas,Ballad,French
2015,United Kingdom,Still in Love with You,"[Verse 1a, Alex Larke]
Well, don’t get on the wrong train
Don’t fly in an old plane
Don’t go out in the pouring rain
You might get wet I’d be upset
You’re bound to get sneezes
Or nasty diseases
Take good care when I’m not there
I’m still in love with you

[Verse 1b, Bianca Nicholas]
While I’m on vacation
You be a good patient
Take your medication
I worry so each time I go
Try to keep warm, dear
In case there’s a storm, dear
Take good care while I’m not there
I’m still in love with you

[Verse 2a, Alex Larke]
Some younger guys with roving eyes
May tantalise you with their lies
You must be wise and realise
Leave well alone till you get home, dear

[Verse 2b, Bianca Nicholas]
Won’t see other fellas
Don’t wanna make you jealous
No need to fear when you’re not here
I’m still in love with you

[Instrumental Break]
Let’s dance, dance
Dance

[Verse 3a, Alex Larke]
Don’t walk on the red light
Don’t stay out at midnight
Don’t get in a fist fight, that pretty face can’t be replaced…

[Verse 3b, Bianca Nicholas]
Won’t be out at night, hon
It wouldn’t be right, hon
No need to fear when you’re not here, I’m still in love with you
(Oh yes)

[Instrumental Break]
Everybody dance
Everybody dance
Everybody dance
Everybody dance
Everybody dance

[Bridge, Alex Larke (Bianca Nicolas)]
Skiddy-beep-bop-doo…
Dee-dee-dee
(Sounding bitch)
Skiddy-beep-bop-doo…
Dee-dee-dee
(You take care now, honey)

[Verse 4, Bianca Nicolas]
Don’t make a fuss, you need to trust me
This is how it always must be
When I stop to think of us, I can assure you, I adore you

[Verse 5a, Alex Larke]
Because you’re so gorgeous
You need to be cautious
Take good care when I’m not there, I’m still in love with you
You have a fun time
And soak up that sunshine
But don’t drink too much wine
Just one or two will have to do

[Verse 5b, Bianca Nicholas]
I know what you’re thinking
So I won’t be drinking
No need to fear when you’re not here, I’m still in love with you

[Outro,Alex Larke ]
I’m still in love with you
[Together]
I’m still in love with you","[Verse 1a, Alex Larke]
Well, don’t get on the wrong train
Don’t fly in an old plane
Don’t go out in the pouring rain
You might get wet I’d be upset
You’re bound to get sneezes
Or nasty diseases
Take good care when I’m not there
I’m still in love with you

[Verse 1b, Bianca Nicholas]
While I’m on vacation
You be a good patient
Take your medication
I worry so each time I go
Try to keep warm, dear
In case there’s a storm, dear
Take good care while I’m not there
I’m still in love with you

[Verse 2a, Alex Larke]
Some younger guys with roving eyes
May tantalise you with their lies
You must be wise and realise
Leave well alone till you get home, dear

[Verse 2b, Bianca Nicholas]
Won’t see other fellas
Don’t wanna make you jealous
No need to fear when you’re not here
I’m still in love with you

[Instrumental Break]
Let’s dance, dance
Dance

[Verse 3a, Alex Larke]
Don’t walk on the red light
Don’t stay out at midnight
Don’t get in a fist fight, that pretty face can’t be replaced…

[Verse 3b, Bianca Nicholas]
Won’t be out at night, hon
It wouldn’t be right, hon
No need to fear when you’re not here, I’m still in love with you
(Oh yes)

[Instrumental Break]
Everybody dance
Everybody dance
Everybody dance
Everybody dance
Everybody dance

[Bridge, Alex Larke (Bianca Nicolas)]
Skiddy-beep-bop-doo…
Dee-dee-dee
(Sounding bitch)
Skiddy-beep-bop-doo…
Dee-dee-dee
(You take care now, honey)

[Verse 4, Bianca Nicolas]
Don’t make a fuss, you need to trust me
This is how it always must be
When I stop to think of us, I can assure you, I adore you

[Verse 5a, Alex Larke]
Because you’re so gorgeous
You need to be cautious
Take good care when I’m not there, I’m still in love with you
You have a fun time
And soak up that sunshine
But don’t drink too much wine
Just one or two will have to do

[Verse 5b, Bianca Nicholas]
I know what you’re thinking
So I won’t be drinking
No need to fear when you’re not here, I’m still in love with you

[Outro,Alex Larke ]
I’m still in love with you
[Together]
I’m still in love with you",English,Still in Love with You,Pop,English
